equity
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100058.05
100058.05
100058.05
100088.5616
100078.9708
100062.9558
100077.2558
100061.9282
100096.0692
100170.7942
100170.7942
100170.7942
100170.7942
100279.06480000001
100290.8848
100290.8848
100324.4948
100324.4948
100324.4948
100288.4748
100288.4748
100288.4748
100288.4748
100288.4748
100288.4748
100288.4748
100288.4748
100288.4748
100288.4748
100288.4748
100288.4748
100306.7148
100345.8348
100345.8348
100345.8348
100345.8348
100345.8348
100361.2948
100381.3548
100381.3548
100387.95479999999
100387.95479999999
100387.95479999999
100387.95479999999
100387.95479999999
100387.95479999999
100387.95479999999
100387.95479999999
100387.95479999999
100387.95479999999
100387.95479999999
100416.2248
100416.2248
100416.2248
100416.2248
100416.2248
100385.3548
100395.9348
100385.5498
100390.8898
100390.8898
100390.8898
100402.1248
100402.1248
100435.1448
100435.1448
100435.1448
100435.1448
100435.1448
100435.1448
100435.1448
100406.4648
100417.6748
100417.6748
100417.6748
100417.6748
100417.6748
100426.3498
100426.3498
100426.3498
100451.7298
100479.1198
100494.2848
100522.1448
100576.2348
100566.4608
100605.2008
100605.2008
100658.5598
100658.5598
100681.2108
100697.3208
100688.6008
100688.6008
100688.6008
100735.1008
100735.1008
100778.1958
100778.1958
100777.7938
100815.4138
100815.4138
100801.5738
100801.5738
100748.6238
100748.6238
100768.9938
100768.9938
100768.9938
100768.9938
100768.9938
100730.4638
100793.42349999999
100812.5585
100812.5585
100812.5585
100812.5585
100812.5585
100812.5585
100812.5585
100812.5585
100812.5585
100812.5585
100794.01849999999
100794.01849999999
100837.4782
100850.0282
100850.0282
100850.0282
100881.6074
100881.6074
100881.6074
100881.6074
100881.6074
100871.8674
100871.8674
100871.8674
100871.8674
100871.8674
100871.8674
100871.8674
100871.8674
100910.10339999999
100974.3084
100954.5184
100954.5184
100954.5184
100954.5184
100954.5184
100954.5184
100954.5184
100954.5184
100954.5184
100954.5184
100954.5184
100954.5184
100954.5184
100954.5184
100954.5184
100977.3784
100866.4484
100866.4484
101033.5984
101013.7634
101024.8684
101318.4554
101318.4554
101301.0754
101353.03540000001
101353.03540000001
101353.03540000001
101369.3454
101369.3454
101369.3454
101369.3454
101369.3454
101415.5554
101415.5554
101415.5554
101415.5554
101415.5554
101415.5554
101415.5554
101415.5554
101457.0754
101457.0754
101457.0754
101457.0754
101457.0754
101457.0754
101457.0754
101457.0754
101457.0754
101457.0754
101474.4454
101474.4454
101379.8554
101379.8554
101319.5054
101336.9754
101353.0854
101353.0854
101353.0854
101353.0854
101353.0854
101389.2754
101416.7554
101416.7554
101416.7554
101416.7554
101416.7554
101416.7554
101416.7554
101416.7554
101416.7554
101416.7554
101416.7554
101416.7554
101416.7554
101416.7554
101416.7554
101416.7554
101416.7554
101416.7554
101416.7554
101416.7554
101416.7554
101416.7554
101416.7554
101416.7554
101416.7554
101416.7554
101416.7554
101457.9679
101454.3737
101454.3737
101454.3737
101454.3737
101535.5195
101565.2545
101565.2545
101687.2065
101699.9115
101699.9115
101738.7065
101738.7065
101738.7065
101771.5465
101831.8465
101855.1715
101855.1715
101904.208
101909.488
101883.628
101878.55840000001
101898.4784
101898.4784
101880.3224
101895.6479
101917.2448
101917.2448
101907.7648
101916.6148
101916.6148
101916.6148
101916.6148
101935.5923
101935.5923
101935.5923
101935.5923
101935.5923
101939.1723
101962.1223
101998.11230000001
101998.11230000001
101998.11230000001
101998.11230000001
101998.11230000001
101998.11230000001
102018.57370000001
102018.57370000001
102018.57370000001
102018.57370000001
102026.1537
101985.8487
101985.8487
101985.8487
101985.8487
101985.8487
101985.8487
101985.8487
101985.8487
101985.8487
101985.8487
101994.427
101994.427
102035.54980000001
102035.54980000001
102035.54980000001
102035.54980000001
102035.54980000001
102035.54980000001
102035.54980000001
