pair,sector,direction,entry_z,exit_z,bars_held,exit_reason,pnl,exit_time
KEY/USB,Financials,SHORT,2.020022041306188,0.3242429944959816,3,PROFIT_EXIT,12.28720000000034,2026-02-09 12:00:00-05:00
BAX/LNTH,Health Care,LONG,-2.0086397561657767,-0.41822358993512865,24,PROFIT_EXIT,14.65499999999895,2026-02-09 12:50:00-05:00
AGCO/TKR,Industrials,SHORT,2.1437104472599584,-0.4926050051729914,44,PROFIT_EXIT,86.95630000000044,2026-02-09 12:50:00-05:00
FOX/FOXA,Communication Services,SHORT,2.135344179042891,0.39831743402383557,45,PROFIT_EXIT,-7.722499999999073,2026-02-09 12:55:00-05:00
FITB/UMBF,Financials,LONG,-2.0653564291927915,-0.3833828314078848,34,PROFIT_EXIT,-1.000000000000881,2026-02-09 13:40:00-05:00
RRX/SWK,Industrials,SHORT,2.127791874707485,0.3793538715406343,65,PROFIT_EXIT,-114.97999999999948,2026-02-09 13:45:00-05:00
EVR/SF,Financials,SHORT,4.2885528771381525,0.14103243687679468,58,PROFIT_EXIT,7.489999999999952,2026-02-09 14:20:00-05:00
SWK/TTC,Industrials,SHORT,2.083524718177369,0.23294209056670095,12,PROFIT_EXIT,22.449999999999832,2026-02-09 15:20:00-05:00
EVRG/PPL,Utilities,LONG,-2.3875840760531317,-0.18726485109625274,80,PROFIT_EXIT,65.7499999999999,2026-02-09 15:30:00-05:00
AVT/SYNA,Information Technology,SHORT,2.1176787106132218,0.4687568321450348,12,PROFIT_EXIT,29.475000000001117,2026-02-09 15:40:00-05:00
FOX/FOXA,Communication Services,SHORT,2.074392348363364,0.18317484210231158,18,PROFIT_EXIT,3.4199999999999022,2026-02-09 15:50:00-05:00
MLM/VMC,Materials,LONG,-2.2117706907492574,-4.0493813639298715,7,HARD_STOP,-21.670000000000073,2026-02-09 15:55:00-05:00
APPF/DBX,Information Technology,SHORT,2.144853053318066,3.3987327039427395,7,HARD_STOP,-68.24999999999957,2026-02-10 09:30:00-05:00
DHI/PHM,Consumer Discretionary,SHORT,2.704449988164562,3.5878772125008354,1,HARD_STOP,15.36499999999998,2026-02-10 09:30:00-05:00
AM/EQT,Energy,SHORT,2.132910724722243,4.0421382510084145,12,HARD_STOP,-122.80999999999972,2026-02-10 09:30:00-05:00
DTM/RRC,Energy,SHORT,2.537825076350485,3.566230815865577,76,HARD_STOP,-52.23999999999998,2026-02-10 09:30:00-05:00
EVR/SF,Financials,LONG,-2.139224850505521,0.16851526145242432,15,PROFIT_EXIT,39.24499999999898,2026-02-10 09:35:00-05:00
FOX/FOXA,Communication Services,LONG,-2.539997289084724,0.42704932924553846,3,PROFIT_EXIT,27.055000000000042,2026-02-10 09:40:00-05:00
HLT/MTN,Consumer Discretionary,LONG,-2.1658627385462363,0.39900687084514397,13,PROFIT_EXIT,2.5,2026-02-10 09:40:00-05:00
EVRG/PPL,Utilities,SHORT,3.1202642280682973,-0.09074277054561339,2,PROFIT_EXIT,19.76000000000009,2026-02-10 09:45:00-05:00
DTM/TRGP,Energy,SHORT,2.7870609698712197,0.4960078803952918,4,PROFIT_EXIT,23.5949999999996,2026-02-10 09:50:00-05:00
BAX/LNTH,Health Care,SHORT,2.0470980289159497,0.16892684916899534,7,PROFIT_EXIT,13.150000000000517,2026-02-10 09:55:00-05:00
SWK/TTC,Industrials,SHORT,2.1467548414503392,3.335924607946949,5,HARD_STOP,-40.97999999999956,2026-02-10 09:55:00-05:00
CMS/PPL,Utilities,SHORT,2.4838122687261945,0.2451080945027175,39,PROFIT_EXIT,22.32089999999934,2026-02-10 09:55:00-05:00
AGCO/TKR,Industrials,SHORT,2.870307834477813,0.1703965610532703,2,PROFIT_EXIT,49.24000000000012,2026-02-10 10:00:00-05:00
FE/LNT,Utilities,LONG,-2.1638398290465473,0.0870185250812098,5,PROFIT_EXIT,27.820000000000903,2026-02-10 10:00:00-05:00
FLG/VLY,Financials,LONG,-2.6767140195424366,-0.015571698513417855,3,PROFIT_EXIT,28.1999999999994,2026-02-10 10:10:00-05:00
AVT/ENTG,Information Technology,LONG,-2.572391023615842,-3.466822720572192,4,HARD_STOP,-123.84999999999998,2026-02-10 10:10:00-05:00
BAX/LNTH,Health Care,SHORT,2.086023190344493,0.03588055353203798,3,PROFIT_EXIT,29.209999999998708,2026-02-10 10:35:00-05:00
FLG/VLY,Financials,SHORT,2.6149391548598278,4.024244875465693,1,HARD_STOP,-16.539999999999353,2026-02-10 10:35:00-05:00
KEY/USB,Financials,LONG,-2.0421931568584535,-0.37923058607164634,23,PROFIT_EXIT,3.3699999999997488,2026-02-10 10:40:00-05:00
FITB/UMBF,Financials,SHORT,3.1363523649595195,0.15913439097779467,12,PROFIT_EXIT,30.420900000000636,2026-02-10 10:45:00-05:00
AVT/LSCC,Information Technology,SHORT,2.233427892944521,0.4821723977019353,4,PROFIT_EXIT,36.53999999999954,2026-02-10 10:45:00-05:00
EVR/SF,Financials,SHORT,2.010457757033212,3.387361922194705,2,HARD_STOP,-39.9549999999993,2026-02-10 11:00:00-05:00
EVRG/PPL,Utilities,SHORT,2.1136769223453387,3.8150654313322625,3,HARD_STOP,-16.570000000000654,2026-02-10 11:05:00-05:00
CMS/PPL,Utilities,SHORT,3.6560950016137124,3.967987889519454,1,HARD_STOP,-10.4559999999991,2026-02-10 11:10:00-05:00
HLT/MTN,Consumer Discretionary,SHORT,2.200129936896573,0.42645159465610405,13,PROFIT_EXIT,24.22999999999928,2026-02-10 11:55:00-05:00
AVT/LSCC,Information Technology,LONG,-2.057558721346224,0.13745061203009318,5,PROFIT_EXIT,19.650000000000034,2026-02-10 12:20:00-05:00
AVT/SYNA,Information Technology,LONG,-2.150895659540948,0.17560254109959797,6,PROFIT_EXIT,49.78000000000047,2026-02-10 12:20:00-05:00
DTM/TRGP,Energy,LONG,-2.0494537267132586,-0.31585458491610285,11,PROFIT_EXIT,14.52000000000055,2026-02-10 12:25:00-05:00
RRX/SWK,Industrials,LONG,-4.460941502227412,-0.40457604630973776,44,PROFIT_EXIT,37.1424999999997,2026-02-10 13:10:00-05:00
EME/PCAR,Industrials,SHORT,2.455908011684872,-0.06357011201552827,31,PROFIT_EXIT,13.042200000000022,2026-02-10 13:30:00-05:00
FOX/FOXA,Communication Services,LONG,-2.156313178137295,-3.6445002667225546,5,HARD_STOP,-9.58999999999942,2026-02-10 15:00:00-05:00
BAX/LNTH,Health Care,LONG,-2.056920628740576,0.17507058439551879,27,PROFIT_EXIT,52.74499999999973,2026-02-10 15:15:00-05:00
AGCO/TKR,Industrials,SHORT,2.6574375719847763,3.8413277216307606,1,HARD_STOP,-15.975000000000918,2026-02-10 15:20:00-05:00
HLT/MTN,Consumer Discretionary,SHORT,2.417750885458415,0.38587503979437593,2,PROFIT_EXIT,42.62499999999949,2026-02-10 15:20:00-05:00
BC/FND,Consumer Discretionary,LONG,-2.2875193244478353,0.05843772114183021,69,PROFIT_EXIT,-141.20000000000005,2026-02-10 15:25:00-05:00
AVT/LSCC,Information Technology,LONG,-3.0801380394818634,-3.2755954633490956,1,HARD_STOP,-15.274999999999181,2026-02-10 15:40:00-05:00
FE/LNT,Utilities,LONG,-2.2810945484724257,-0.08100253045735394,17,PROFIT_EXIT,17.82500000000013,2026-02-10 15:55:00-05:00
EME/PCAR,Industrials,LONG,-2.026920608553124,4.531134719877873,13,HARD_STOP,193.5,2026-02-11 09:30:00-05:00
KEY/USB,Financials,LONG,-2.1109074138729103,-0.007502746220782044,34,PROFIT_EXIT,10.819999999999574,2026-02-11 09:35:00-05:00
BC/FND,Consumer Discretionary,SHORT,5.2446638986859275,4.189777490398851,1,HARD_STOP,5.120000000000161,2026-02-11 09:35:00-05:00
DTM/RRC,Energy,SHORT,4.173300462481236,5.101682530705674,1,HARD_STOP,-48.52640000000139,2026-02-11 09:35:00-05:00
MLM/VMC,Materials,LONG,-4.490736248351173,-4.1403127137691005,2,HARD_STOP,-1.7100000000000364,2026-02-11 09:40:00-05:00
AM/EQT,Energy,LONG,-4.5773765374801325,-3.338411781441534,3,HARD_STOP,-5.3899999999998585,2026-02-11 09:45:00-05:00
HLT/MTN,Consumer Discretionary,SHORT,2.290971452676345,4.613908820544059,5,HARD_STOP,-78.7700000000006,2026-02-11 09:45:00-05:00
SWK/TTC,Industrials,LONG,-2.4557338529146038,-3.7271561893790235,1,HARD_STOP,-34.290000000000276,2026-02-11 10:05:00-05:00
DTM/TRGP,Energy,SHORT,3.1447456140736434,0.141334479697068,8,PROFIT_EXIT,20.025000000000148,2026-02-11 10:10:00-05:00
AVT/SYNA,Information Technology,LONG,-2.209471749619774,-3.3296588562711835,3,HARD_STOP,31.550000000000367,2026-02-11 10:20:00-05:00
KEY/USB,Financials,LONG,-2.330045619089987,0.22825686428009334,11,PROFIT_EXIT,14.290000000000141,2026-02-11 10:50:00-05:00
FITB/UMBF,Financials,SHORT,2.17006017069652,0.0641482053080744,38,PROFIT_EXIT,-16.55999999999915,2026-02-11 11:20:00-05:00
BAX/LNTH,Health Care,LONG,-2.9180322140910433,0.3507470046145929,30,PROFIT_EXIT,165.75499999999994,2026-02-11 11:45:00-05:00
AVT/ENTG,Information Technology,LONG,-2.352253446786973,-0.3775875668130338,17,PROFIT_EXIT,-55.25160000000031,2026-02-11 11:45:00-05:00
APPF/DBX,Information Technology,LONG,-2.4716551607793473,-0.422412867684809,26,PROFIT_EXIT,27.390000000000413,2026-02-11 12:00:00-05:00
DTM/TRGP,Energy,LONG,-2.3750283518339232,-0.4127682127527022,16,PROFIT_EXIT,31.359999999999957,2026-02-11 12:30:00-05:00
AWK/CNP,Utilities,LONG,-2.224087349466949,-0.37764271185141374,96,PROFIT_EXIT,-98.45000000000093,2026-02-11 13:35:00-05:00
EVR/SF,Financials,LONG,-2.4163516783001353,-0.3306148140810721,14,PROFIT_EXIT,45.530000000000314,2026-02-11 13:45:00-05:00
DHI/PHM,Consumer Discretionary,LONG,-2.55223017330815,-0.25420074428850514,13,PROFIT_EXIT,11.220000000000539,2026-02-11 13:55:00-05:00
RRX/SWK,Industrials,SHORT,2.4793601339750153,0.4811566896397917,80,PROFIT_EXIT,-122.15999999999968,2026-02-11 15:20:00-05:00
KEY/USB,Financials,SHORT,2.2997169148629837,0.46251658601221773,29,PROFIT_EXIT,-0.1771000000002232,2026-02-11 15:25:00-05:00
EVRG/PPL,Utilities,LONG,-2.2939442324794546,-0.06131851645801771,6,PROFIT_EXIT,6.084999999999994,2026-02-11 15:25:00-05:00
EVR/SF,Financials,LONG,-2.378221856955956,-3.750283877685196,2,HARD_STOP,-23.639999999999304,2026-02-12 09:30:00-05:00
BAX/LNTH,Health Care,LONG,-2.150817182938547,-7.0344735262480445,8,HARD_STOP,-637.2199999999998,2026-02-12 09:30:00-05:00
AGCO/TKR,Industrials,SHORT,2.513217703752539,4.95513333958989,5,HARD_STOP,-95.3899999999997,2026-02-12 09:30:00-05:00
AVT/ENTG,Information Technology,LONG,-2.081400576291075,3.6346260799172603,4,HARD_STOP,119.78999999999998,2026-02-12 09:30:00-05:00
EVRG/PPL,Utilities,SHORT,2.878945018359437,5.218597412575197,1,HARD_STOP,-12.169300000001208,2026-02-12 09:30:00-05:00
EME/PCAR,Industrials,SHORT,4.932541536076703,3.700010250799386,1,HARD_STOP,16.61940000000044,2026-02-12 09:35:00-05:00
DHI/PHM,Consumer Discretionary,SHORT,3.2089109645626444,3.4424195466950724,1,HARD_STOP,-3.6050000000004445,2026-02-12 09:35:00-05:00
RRX/SWK,Industrials,LONG,-4.941403734744407,-4.275287640032653,1,HARD_STOP,14.140000000000356,2026-02-12 09:35:00-05:00
FITB/UMBF,Financials,SHORT,3.5593160044675924,-0.25422769323643424,2,PROFIT_EXIT,41.83499999999978,2026-02-12 09:40:00-05:00
APPF/DBX,Information Technology,SHORT,2.2746164926100882,0.30742480589261906,2,PROFIT_EXIT,48.030000000000484,2026-02-12 09:40:00-05:00
CMS/PPL,Utilities,SHORT,2.295388164784468,0.4287594077144806,34,PROFIT_EXIT,21.44999999999945,2026-02-12 09:45:00-05:00
FOX/FOXA,Communication Services,SHORT,2.5299387331432865,0.44243596477578945,3,PROFIT_EXIT,6.349999999999753,2026-02-12 10:00:00-05:00
AWK/CNP,Utilities,LONG,-2.914659424775336,-0.3272136377654691,7,PROFIT_EXIT,48.0000000000004,2026-02-12 10:05:00-05:00
APPF/DBX,Information Technology,LONG,-2.4880107828943654,-0.09648438214495755,3,PROFIT_EXIT,52.39999999999979,2026-02-12 10:10:00-05:00
SWK/TTC,Industrials,SHORT,3.0138682217730013,3.6003947944057813,1,HARD_STOP,-13.970000000000255,2026-02-12 10:10:00-05:00
AM/EQT,Energy,SHORT,2.9855319841417005,0.10259023180430157,5,PROFIT_EXIT,67.6950000000003,2026-02-12 10:10:00-05:00
DTM/TRGP,Energy,SHORT,2.1757357846474754,0.4772251914447052,9,PROFIT_EXIT,22.304999999999865,2026-02-12 10:25:00-05:00
DTM/RRC,Energy,SHORT,3.0064983240563037,0.28415141665046195,9,PROFIT_EXIT,51.890000000000185,2026-02-12 10:30:00-05:00
FLG/VLY,Financials,LONG,-2.3886615361610106,-0.45832738323530375,13,PROFIT_EXIT,5.118199999999732,2026-02-12 10:35:00-05:00
HLT/MTN,Consumer Discretionary,SHORT,2.2878544628894,-0.2937450440822225,2,PROFIT_EXIT,52.90000000000035,2026-02-12 10:40:00-05:00
FITB/UMBF,Financials,SHORT,2.289907290150965,0.4057697147064976,13,PROFIT_EXIT,6.414999999999964,2026-02-12 10:50:00-05:00
CMS/PPL,Utilities,LONG,-2.0460076399535825,-0.20164454606586074,2,PROFIT_EXIT,12.735000000000184,2026-02-12 10:50:00-05:00
MLM/VMC,Materials,LONG,-2.397228015530227,-0.11104804426980312,21,PROFIT_EXIT,-26.10500000000036,2026-02-12 11:25:00-05:00
FOX/FOXA,Communication Services,SHORT,2.6901870224877005,0.20712046473974116,5,PROFIT_EXIT,8.77499999999965,2026-02-12 11:30:00-05:00
FE/LNT,Utilities,LONG,-2.3552691648022073,-0.4952942209047885,28,PROFIT_EXIT,-8.42999999999958,2026-02-12 11:50:00-05:00
HLT/MTN,Consumer Discretionary,LONG,-2.188466490799742,0.2939253244095969,3,PROFIT_EXIT,58.799999999999386,2026-02-12 12:00:00-05:00
APPF/DBX,Information Technology,LONG,-2.0893588124220326,-0.3425242860596489,19,PROFIT_EXIT,38.05499999999907,2026-02-12 12:20:00-05:00
AVT/LSCC,Information Technology,LONG,-2.105192844648989,-0.34078100210758094,13,PROFIT_EXIT,71.75000000000065,2026-02-12 12:35:00-05:00
AM/EQT,Energy,SHORT,2.018234152364714,0.42410758040615104,22,PROFIT_EXIT,23.034999999999414,2026-02-12 13:00:00-05:00
BC/FND,Consumer Discretionary,LONG,-2.004157637887775,-0.06859353018440938,24,PROFIT_EXIT,47.53500000000115,2026-02-12 13:05:00-05:00
DTM/TRGP,Energy,SHORT,2.1063878717821987,0.49829423584993615,13,PROFIT_EXIT,-0.770000000000465,2026-02-12 13:25:00-05:00
FOX/FOXA,Communication Services,LONG,-2.5344764935976816,0.4978282514645486,28,PROFIT_EXIT,14.95500000000036,2026-02-12 14:05:00-05:00
AVT/SYNA,Information Technology,LONG,-2.2231250746393223,-0.06957869676479772,48,PROFIT_EXIT,109.28500000000061,2026-02-12 14:20:00-05:00
KEY/USB,Financials,LONG,-2.0104041520664886,-0.24628470335676045,6,PROFIT_EXIT,20.269999999999893,2026-02-12 14:50:00-05:00
AM/EQT,Energy,SHORT,2.447601660754324,0.12623378856656442,27,PROFIT_EXIT,9.274999999999736,2026-02-12 15:40:00-05:00
FOX/FOXA,Communication Services,SHORT,2.142410400124926,-7.511087364341873,1,HARD_STOP,231.71000000000024,2026-02-12 16:00:00-05:00
FITB/UMBF,Financials,SHORT,6.938048521149082,-0.3603005721837202,1,PROFIT_EXIT,176.17000000000002,2026-02-13 09:30:00-05:00
CMS/PPL,Utilities,LONG,-2.1568121035273546,-3.5745746651945334,6,HARD_STOP,-11.760000000000453,2026-02-13 09:30:00-05:00
AGCO/TKR,Industrials,LONG,-3.895663319234536,-3.4465045677708126,1,HARD_STOP,1.6899999999992588,2026-02-13 09:35:00-05:00
DTM/TRGP,Energy,SHORT,2.7598512885301556,5.175871389886026,1,HARD_STOP,-62.04999999999984,2026-02-13 09:35:00-05:00
AVT/ENTG,Information Technology,SHORT,4.680612372233202,0.007379297491951314,1,PROFIT_EXIT,61.1950000000009,2026-02-13 09:35:00-05:00
FLG/VLY,Financials,SHORT,2.4399495681164707,-0.2598052043481899,2,PROFIT_EXIT,23.87499999999981,2026-02-13 09:40:00-05:00
DHI/PHM,Consumer Discretionary,SHORT,3.1005437889090577,0.3710423146282848,1,PROFIT_EXIT,33.94999999999919,2026-02-13 09:40:00-05:00
DTM/RRC,Energy,LONG,-2.2582486247046814,-0.11456651082539762,9,PROFIT_EXIT,-3.9800000000005795,2026-02-13 09:40:00-05:00
EVR/SF,Financials,SHORT,2.4538279213724103,-0.0007663192972514077,3,PROFIT_EXIT,96.28499999999991,2026-02-13 09:45:00-05:00
EME/PCAR,Industrials,LONG,-3.1245765254947084,0.4394176361521525,2,PROFIT_EXIT,72.52500000000059,2026-02-13 09:45:00-05:00
AVT/SYNA,Information Technology,SHORT,3.410781674862009,0.14607150430525503,3,PROFIT_EXIT,38.38140000000031,2026-02-13 09:45:00-05:00
AWK/CNP,Utilities,SHORT,2.1914834387905775,0.4819044109031529,7,PROFIT_EXIT,-5.9200000000001936,2026-02-13 09:45:00-05:00
BC/FND,Consumer Discretionary,SHORT,2.1094429103343657,0.03637008704223669,12,PROFIT_EXIT,44.330000000000396,2026-02-13 09:45:00-05:00
AVT/LSCC,Information Technology,SHORT,3.687958773371909,0.391877280784317,4,PROFIT_EXIT,69.91750000000039,2026-02-13 09:50:00-05:00
KEY/USB,Financials,SHORT,2.42187820768509,-0.19067694544532135,4,PROFIT_EXIT,18.55999999999981,2026-02-13 09:55:00-05:00
FLG/VLY,Financials,LONG,-2.4005521216894383,-0.15169435299643919,2,PROFIT_EXIT,27.84749999999955,2026-02-13 10:00:00-05:00
MLM/VMC,Materials,LONG,-3.279639862131641,-0.2069952986253606,7,PROFIT_EXIT,56.5150000000001,2026-02-13 10:05:00-05:00
BAX/LNTH,Health Care,LONG,-2.065033445452746,-0.268200409514547,7,PROFIT_EXIT,177.3949999999999,2026-02-13 10:05:00-05:00
AVT/SYNA,Information Technology,LONG,-3.029615322474823,0.1785592261513028,2,PROFIT_EXIT,48.10639999999941,2026-02-13 10:05:00-05:00
SWK/TTC,Industrials,LONG,-3.342491213085379,-3.727884242007377,1,HARD_STOP,-13.300000000000267,2026-02-13 10:20:00-05:00
APPF/DBX,Information Technology,SHORT,2.2303119951094685,0.22802114746057286,12,PROFIT_EXIT,36.42000000000017,2026-02-13 10:30:00-05:00
RRX/SWK,Industrials,SHORT,2.2910164404015325,-0.0055489664566112495,1,PROFIT_EXIT,39.32500000000019,2026-02-13 10:35:00-05:00
DTM/RRC,Energy,SHORT,2.845463798603624,0.4416888875851607,6,PROFIT_EXIT,65.15999999999917,2026-02-13 10:35:00-05:00
FE/LNT,Utilities,SHORT,2.563688460583238,-0.12143363129305514,6,PROFIT_EXIT,18.049000000001456,2026-02-13 10:40:00-05:00
FLG/VLY,Financials,SHORT,2.3704570710904163,-0.10003176706113119,6,PROFIT_EXIT,16.200000000000344,2026-02-13 10:45:00-05:00
AVT/ENTG,Information Technology,LONG,-2.2752757363881964,-0.4291477536801612,10,PROFIT_EXIT,-3.583400000000154,2026-02-13 10:45:00-05:00
RRX/SWK,Industrials,SHORT,2.122741427073801,0.24127774220532897,2,PROFIT_EXIT,26.895000000000394,2026-02-13 10:50:00-05:00
HLT/MTN,Consumer Discretionary,LONG,-3.3547053563431573,0.3261365238512697,17,PROFIT_EXIT,84.33000000000038,2026-02-13 10:55:00-05:00
AWK/CNP,Utilities,LONG,-2.2618338403161786,-0.348370515216577,8,PROFIT_EXIT,48.29999999999943,2026-02-13 11:05:00-05:00
EME/PCAR,Industrials,SHORT,2.2044580402988667,0.2108718528694966,12,PROFIT_EXIT,37.740000000000165,2026-02-13 11:30:00-05:00
RRX/SWK,Industrials,SHORT,2.0031164492632896,-0.06533725991346197,5,PROFIT_EXIT,29.839999999998867,2026-02-13 11:30:00-05:00
FLG/VLY,Financials,LONG,-2.1483936833847856,0.09062022684356226,7,PROFIT_EXIT,29.844999999999672,2026-02-13 11:45:00-05:00
KEY/USB,Financials,LONG,-2.439631794403386,-0.3922262389056606,23,PROFIT_EXIT,18.24399999999944,2026-02-13 12:00:00-05:00
EVRG/PPL,Utilities,LONG,-2.1503025235169417,-0.0720649806776004,23,PROFIT_EXIT,3.19039999999908,2026-02-13 12:50:00-05:00
AM/EQT,Energy,LONG,-2.138748290705205,-0.4496389491698033,10,PROFIT_EXIT,17.97999999999966,2026-02-13 13:25:00-05:00
RRX/SWK,Industrials,LONG,-2.6709879105653194,0.21394824850419472,4,PROFIT_EXIT,50.5199999999999,2026-02-13 14:20:00-05:00
AVT/ENTG,Information Technology,LONG,-2.246817847546084,0.2894423664476026,6,PROFIT_EXIT,27.020000000000294,2026-02-13 15:00:00-05:00
MLM/VMC,Materials,SHORT,2.065004427488407,0.3912130501481429,7,PROFIT_EXIT,10.224999999999739,2026-02-13 15:05:00-05:00
APPF/DBX,Information Technology,LONG,-2.141352540473538,0.2898626877595927,15,PROFIT_EXIT,34.79000000000006,2026-02-13 15:40:00-05:00
HLT/MTN,Consumer Discretionary,LONG,-2.071596435638981,-3.525973657785689,1,HARD_STOP,-23.26250000000104,2026-02-13 15:40:00-05:00
FE/LNT,Utilities,LONG,-2.4421966071849464,-0.28860528213860587,2,PROFIT_EXIT,9.999999999999858,2026-02-13 15:40:00-05:00
EME/PCAR,Industrials,LONG,-2.0395991184202167,-0.20656087420476976,4,PROFIT_EXIT,21.495000000000232,2026-02-13 15:45:00-05:00
FITB/UMBF,Financials,LONG,-2.1850833419800586,-0.4833346161991338,14,PROFIT_EXIT,9.450000000000188,2026-02-13 15:55:00-05:00
BAX/LNTH,Health Care,LONG,-2.7029709745512216,3.4897077888940897,1,HARD_STOP,145.38499999999965,2026-02-17 09:30:00-05:00
FE/LNT,Utilities,SHORT,2.185278348980641,-3.7306033187386825,2,HARD_STOP,33.52999999999971,2026-02-17 09:30:00-05:00
FOX/FOXA,Communication Services,SHORT,3.3595364040493174,0.4922671912607947,2,PROFIT_EXIT,12.960000000000207,2026-02-17 09:35:00-05:00
MLM/VMC,Materials,SHORT,7.4874085763935785,5.184466228795128,1,HARD_STOP,11.749999999999432,2026-02-17 09:35:00-05:00
AM/EQT,Energy,LONG,-2.005887722897207,0.3314918781775926,4,PROFIT_EXIT,21.76500000000067,2026-02-17 09:35:00-05:00
BC/FND,Consumer Discretionary,SHORT,2.483561907723659,4.146608863657539,8,HARD_STOP,-33.67500000000081,2026-02-17 09:35:00-05:00
APPF/DBX,Information Technology,LONG,-2.856022287279194,-4.939547806608887,2,HARD_STOP,-48.93000000000019,2026-02-17 09:40:00-05:00
DHI/PHM,Consumer Discretionary,LONG,-3.819957610935107,-4.429100506801146,1,HARD_STOP,-9.670000000000329,2026-02-17 09:40:00-05:00
AGCO/TKR,Industrials,SHORT,4.19853513522214,5.6184120235578625,1,HARD_STOP,-72.3595000000003,2026-02-17 09:40:00-05:00
KEY/USB,Financials,SHORT,2.1601353313271545,-3.5330641962819516,18,HARD_STOP,30.690999999999008,2026-02-17 09:45:00-05:00
EME/PCAR,Industrials,LONG,-3.8472441059417632,-4.275202478243973,1,HARD_STOP,-16.21499999999996,2026-02-17 09:45:00-05:00
AM/EQT,Energy,SHORT,2.591444756352903,3.7650550525832083,1,HARD_STOP,-16.407599999999814,2026-02-17 09:45:00-05:00
AWK/CNP,Utilities,SHORT,2.1667054876270733,0.12916326830961428,17,PROFIT_EXIT,-8.239999999999327,2026-02-17 09:45:00-05:00
AVT/ENTG,Information Technology,SHORT,2.3579148301221586,0.3412887362792576,3,PROFIT_EXIT,20.75999999999989,2026-02-17 09:55:00-05:00
DTM/TRGP,Energy,LONG,-2.385664839033349,-3.6269466294607726,5,HARD_STOP,-2.4349999999998317,2026-02-17 10:00:00-05:00
CMS/PPL,Utilities,LONG,-2.7135033543089597,-3.3012009485851066,1,HARD_STOP,-7.880000000000294,2026-02-17 10:00:00-05:00
EVR/SF,Financials,SHORT,2.314567796560229,3.7580592909503623,5,HARD_STOP,-20.279999999999887,2026-02-17 10:05:00-05:00
AVT/SYNA,Information Technology,SHORT,2.4479324545114087,3.3476611497645283,9,HARD_STOP,-146.9250000000003,2026-02-17 10:05:00-05:00
AVT/LSCC,Information Technology,SHORT,2.7238459455511905,0.3970834515485873,10,PROFIT_EXIT,-63.84000000000056,2026-02-17 10:10:00-05:00
DTM/RRC,Energy,LONG,-2.864370480278751,-0.39733962263038025,5,PROFIT_EXIT,18.35499999999982,2026-02-17 10:25:00-05:00
AVT/ENTG,Information Technology,SHORT,2.677587203254843,0.2903797763129622,5,PROFIT_EXIT,32.339999999999776,2026-02-17 10:30:00-05:00
DTM/RRC,Energy,LONG,-3.2108891449188683,-3.279453246750491,1,HARD_STOP,-10.350000000000428,2026-02-17 10:35:00-05:00
